elapsed_s,temperature_c,target_c,power,controller_state,fault,mcu_samples,mcu_temperature_c,loop_clock,loop_clock_frequency,loop_clock_source
184.88576914800797,60.44,60.0,0.333598761324959,host,0,,,,,
185.63688283599913,60.46,60.0,0.4416341867480385,host,0,,,,,
186.38827213697368,60.48,60.0,0.313636161326038,host,0,,,,,
187.1399498549872,60.48,60.0,0.5503112368349865,host,0,,,,,
187.89160969300428,60.47,60.0,0.7435933202195715,host,0,,,,,
188.64276363397948,60.46,60.0,0.7175767148602621,host,0,,,,,
189.39442080497975,60.48,60.0,0.5002934112872465,host,0,,,,,
190.14622545597376,60.49,60.0,0.6042494887855051,host,0,,,,,
190.8976430009934,60.51,60.0,0.4387525371319601,host,0,,,,,
191.6486142729991,60.52,60.0,0.499926796119422,host,0,,,,,
192.39977761701448,60.52,60.0,0.504747207979463,host,0,,,,,
193.1516976869898,60.53,60.0,0.5553543317193612,host,0,,,,,
193.90326630300842,60.54,60.0,0.5553543317193612,host,0,,,,,
194.6544572180137,60.55,60.0,0.42446092107530997,host,0,,,,,
195.40574989799643,60.55,60.0,0.680898433358663,host,0,,,,,
196.1574647820089,60.57,60.0,0.46744423771813404,host,0,,,,,
196.90900335798506,60.57,60.0,0.5292296750411974,host,0,,,,,
197.65998347697314,60.57,60.0,0.5186331324689858,host,0,,,,,
198.41221235098783,60.56,60.0,0.73435979940221,host,0,,,,,
199.16419730696362,60.57,60.0,0.49100970882135986,host,0,,,,,
199.9156748779933,60.56,60.0,0.7232035473964392,host,0,,,,,
200.66782207600772,60.57,60.0,0.5327414663462989,host,0,,,,,
201.4191333699855,60.58,60.0,0.5327414663462989,host,0,,,,,
202.17074588296236,60.59,60.0,0.3998494220810959,host,0,,,,,
202.92230040801223,60.6,60.0,0.43708406988328785,host,0,,,,,
203.6742411609739,60.6,60.0,0.6938337827724521,host,0,,,,,
204.4258923350135,60.62,60.0,0.4866916581674786,host,0,,,,,
205.17697478900664,60.62,60.0,0.5378375894106512,host,0,,,,,
205.92860181699507,60.62,60.0,0.5056236706595485,host,0,,,,,
206.68077944300603,60.61,60.0,0.45944685868530116,host,0,,,,,
